device_class,device_name,backend,llamacpp_commit,patch_applied,variant,mmproj_variant,mode,prompt_tokens,image_tokens,audio_tokens,audio_seconds,gen_tokens,run_idx,thermal_state,ttft_ms,encoder_ms,prefill_tps,decode_tps,total_ms,peak_rss_gb,peak_vram_gb,avg_power_w,idle_power_w,energy_j_per_1k_tok,notes,avg_power_w_raw,power_samples_used
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-30s,1540,,1500,30.0,256,1,sustained,163000,,9.7,4.89,216000,6.32,unified (no discrete VRAM),4.95,0.5,905,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=77.0C cpuss-0=75.4C shell_back=45.3C skin-msm-therm=59.3C]; tz_end[cpu-1-2-0=77.0C cpuss-0=75.0C shell_back=45.7C skin-msm-therm=58.8C]; MemAvailable_before=3.86GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.93; client/server=0.992,5.07,48
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-30s,1540,,1500,30.0,256,2,sustained,160000,,9.85,4.85,213000,6.33,unified (no discrete VRAM),5.08,0.5,940,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.8C cpuss-0=51.4C shell_back=44.7C skin-msm-therm=52.0C]; tz_end[cpu-1-2-0=80.2C cpuss-0=78.2C shell_back=46.1C skin-msm-therm=59.2C]; MemAvailable_before=3.57GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.91; client/server=0.987,4.89,47
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-30s,1540,,1500,30.0,256,3,sustained,166000,,9.52,4.88,218000,6.33,unified (no discrete VRAM),4.84,0.5,886,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=53.6C cpuss-0=52.2C shell_back=44.9C skin-msm-therm=52.4C]; tz_end[cpu-1-2-0=80.2C cpuss-0=78.5C shell_back=46.3C skin-msm-therm=59.4C]; MemAvailable_before=3.52GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.9; client/server=0.995,4.74,49
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-30s,1540,,1500,30.0,256,4,sustained,156000,,10,4.92,208000,6.33,unified (no discrete VRAM),4.93,0.5,897,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.8C cpuss-0=51.8C shell_back=45.5C skin-msm-therm=52.6C]; tz_end[cpu-1-2-0=80.6C cpuss-0=78.9C shell_back=46.9C skin-msm-therm=60.1C]; MemAvailable_before=3.54GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.95; client/server=0.994,4.75,46
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-30s,1540,,1500,30.0,256,5,sustained,168000,,9.43,4.82,221000,6.33,unified (no discrete VRAM),4.87,0.5,902,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.3C cpuss-0=52.6C shell_back=45.9C skin-msm-therm=53.3C]; tz_end[cpu-1-2-0=82.1C cpuss-0=79.3C shell_back=47.3C skin-msm-therm=60.5C]; MemAvailable_before=3.54GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.86; client/server=0.992,4.77,49
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-10s,540,,500,10.0,256,1,sustained,120000,,4.62,6.13,162000,6.5,unified (no discrete VRAM),4.66,0.5,676,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.3C cpuss-0=52.6C shell_back=46.2C skin-msm-therm=53.7C]; tz_end[cpu-1-2-0=82.5C cpuss-0=80.5C shell_back=47.3C skin-msm-therm=60.7C]; MemAvailable_before=3.84GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.16; client/server=0.996,4.52,35
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-10s,540,,500,10.0,256,2,sustained,118000,,4.67,6.25,159000,6.5,unified (no discrete VRAM),4.65,0.5,661,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.7C cpuss-0=52.6C shell_back=46.3C skin-msm-therm=53.7C]; tz_end[cpu-1-2-0=83.3C cpuss-0=80.5C shell_back=47.3C skin-msm-therm=60.7C]; MemAvailable_before=3.54GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.27; client/server=0.996,4.48,35
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-10s,540,,500,10.0,256,3,sustained,117000,,4.7,6.3,158000,6.5,unified (no discrete VRAM),4.83,0.5,684,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.7C cpuss-0=53.0C shell_back=46.3C skin-msm-therm=53.8C]; tz_end[cpu-1-2-0=82.1C cpuss-0=80.5C shell_back=47.5C skin-msm-therm=60.9C]; MemAvailable_before=3.47GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.32; client/server=0.996,4.71,35
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-10s,540,,500,10.0,256,4,sustained,120000,,4.63,6.12,162000,6.5,unified (no discrete VRAM),4.72,0.5,686,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.3C cpuss-0=53.0C shell_back=46.7C skin-msm-therm=53.7C]; tz_end[cpu-1-2-0=81.7C cpuss-0=80.1C shell_back=47.4C skin-msm-therm=60.6C]; MemAvailable_before=3.54GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.19; client/server=0.989,4.6,36
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,audio-10s,540,,500,10.0,256,5,sustained,118000,,4.7,6.04,160000,6.5,unified (no discrete VRAM),4.86,0.5,719,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.7C cpuss-0=53.4C shell_back=46.3C skin-msm-therm=53.7C]; tz_end[cpu-1-2-0=82.9C cpuss-0=80.9C shell_back=47.5C skin-msm-therm=60.6C]; MemAvailable_before=3.51GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.1; client/server=0.990,4.72,35
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,1,sustained,2570,,55.7,7.33,37400,6.9,unified (no discrete VRAM),7.58,0.5,963,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=79.8C cpuss-0=77.8C shell_back=51.7C skin-msm-therm=64.7C]; tz_end[cpu-1-2-0=85.6C cpuss-0=84.0C shell_back=52.3C skin-msm-therm=65.5C]; MemAvailable_before=3.21GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.39; client/server=0.991; UNRELIABLE POWER: only 7 usable samples (<8); avg_power_w and energy_j_per_1k_tok are weakly determined for this row,7.53,7
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,2,sustained,2040,,65.3,7.78,34800,6.9,unified (no discrete VRAM),7.93,0.5,951,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.8C cpuss-0=58.1C shell_back=51.1C skin-msm-therm=59.0C]; tz_end[cpu-1-2-0=85.3C cpuss-0=83.7C shell_back=52.0C skin-msm-therm=64.9C]; MemAvailable_before=3.15GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.81; client/server=0.996; UNRELIABLE POWER: only 6 usable samples (<8); avg_power_w and energy_j_per_1k_tok are weakly determined for this row,6.92,6
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,3,sustained,1960,,66.2,7.82,34600,6.9,unified (no discrete VRAM),7.82,0.5,933,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.4C cpuss-0=57.7C shell_back=51.1C skin-msm-therm=58.6C]; tz_end[cpu-1-2-0=84.9C cpuss-0=82.9C shell_back=51.9C skin-msm-therm=64.7C]; MemAvailable_before=3.09GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.85; client/server=0.996; UNRELIABLE POWER: only 6 usable samples (<8); avg_power_w and energy_j_per_1k_tok are weakly determined for this row,6.9,6
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,4,sustained,1980,,65.9,7.59,35600,6.9,unified (no discrete VRAM),8.11,0.5,999,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=57.7C shell_back=51.1C skin-msm-therm=58.4C]; tz_end[cpu-1-2-0=85.3C cpuss-0=83.3C shell_back=51.8C skin-msm-therm=64.5C]; MemAvailable_before=3.05GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.67; client/server=0.989; UNRELIABLE POWER: only 6 usable samples (<8); avg_power_w and energy_j_per_1k_tok are weakly determined for this row,7.17,6
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-128,128,,,,256,5,sustained,2200,,61.3,7.59,35800,6.9,unified (no discrete VRAM),6.4,0.5,774,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=57.3C shell_back=50.7C skin-msm-therm=58.3C]; tz_end[cpu-1-2-0=84.9C cpuss-0=83.3C shell_back=51.8C skin-msm-therm=64.4C]; MemAvailable_before=3.13GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.64; client/server=0.994; UNRELIABLE POWER: only 7 usable samples (<8); avg_power_w and energy_j_per_1k_tok are weakly determined for this row,5.9,7
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,1,sustained,8570,,60.9,6.57,47400,6.9,unified (no discrete VRAM),7.11,0.5,1000,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=57.3C shell_back=51.0C skin-msm-therm=58.1C]; tz_end[cpu-1-2-0=84.9C cpuss-0=83.3C shell_back=51.8C skin-msm-therm=64.7C]; MemAvailable_before=3.12GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.59; client/server=0.996,6.16,9
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,2,sustained,10400,,52.9,6.68,48600,6.8,unified (no discrete VRAM),7.29,0.5,1010,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=58.3C cpuss-0=56.9C shell_back=51.0C skin-msm-therm=58.2C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.1C shell_back=51.7C skin-msm-therm=64.5C]; MemAvailable_before=3.15GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.71; client/server=0.996,6.72,9
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,3,sustained,8990,,57.9,6.63,47500,6.8,unified (no discrete VRAM),7.65,0.5,1070,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=57.3C shell_back=51.0C skin-msm-therm=58.1C]; tz_end[cpu-1-2-0=83.7C cpuss-0=82.5C shell_back=51.8C skin-msm-therm=64.7C]; MemAvailable_before=3.16GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.66; client/server=0.996,6.93,9
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,4,sustained,9300,,55.9,6.74,47100,6.8,unified (no discrete VRAM),7.6,0.5,1050,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=58.6C cpuss-0=57.7C shell_back=51.0C skin-msm-therm=58.3C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=51.8C skin-msm-therm=64.8C]; MemAvailable_before=3.18GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.77; client/server=0.996,7.01,9
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-512,513,,,,256,5,sustained,11100,,46.6,5.91,54300,6.45,unified (no discrete VRAM),7.69,0.5,1210,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=66.5C cpuss-0=64.8C shell_back=50.9C skin-msm-therm=61.4C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=51.9C skin-msm-therm=65.8C]; MemAvailable_before=3.15GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.94; client/server=0.996,7.32,11
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,1,sustained,53600,,40.5,4.66,108000,4.97,unified (no discrete VRAM),6.16,0.5,1210,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.4C cpuss-0=57.7C shell_back=51.1C skin-msm-therm=59.0C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=52.3C skin-msm-therm=65.2C]; MemAvailable_before=3.20GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.68; client/server=0.996,5.95,23
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,2,sustained,48400,,43.3,4.7,103000,4.96,unified (no discrete VRAM),6.65,0.5,1300,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=58.1C shell_back=51.2C skin-msm-therm=58.8C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=52.5C skin-msm-therm=65.4C]; MemAvailable_before=3.20GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.73; client/server=0.993,6.34,22
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,3,sustained,50700,,41.7,4.37,109000,4.96,unified (no discrete VRAM),6.75,0.5,1420,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.4C cpuss-0=57.7C shell_back=51.4C skin-msm-therm=58.8C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.9C shell_back=52.5C skin-msm-therm=64.8C]; MemAvailable_before=3.17GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.48; client/server=0.977,6.43,24
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,4,sustained,51800,,41.4,4.48,109000,4.92,unified (no discrete VRAM),5.78,0.5,1170,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=58.6C cpuss-0=57.7C shell_back=51.4C skin-msm-therm=58.8C]; tz_end[cpu-1-2-0=77.8C cpuss-0=76.2C shell_back=52.5C skin-msm-therm=65.1C]; MemAvailable_before=3.14GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.56; client/server=0.983,5.41,23
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,text-2048,2048,,,,256,5,sustained,54800,,39.6,4.52,111000,4.92,unified (no discrete VRAM),6.46,0.5,1310,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=59.0C cpuss-0=57.3C shell_back=51.5C skin-msm-therm=58.7C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=52.5C skin-msm-therm=65.2C]; MemAvailable_before=3.14GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.6; client/server=0.984,6.26,24
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,1,sustained,155000,,7.21,5.59,201000,7.4,unified (no discrete VRAM),5.1,0.474,825,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=72.0C cpuss-0=70.7C shell_back=41.9C skin-msm-therm=55.2C]; tz_end[cpu-1-2-0=72.0C cpuss-0=71.1C shell_back=41.5C skin-msm-therm=53.2C]; MemAvailable_before=2.75GB; swap_used=1.89->2.27GB; SWAP-AFFECTED: 1.89 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.81; client/server=0.962,5.15,45
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,2,sustained,157000,,7.18,5.83,201000,7.33,unified (no discrete VRAM),4.36,0.474,664,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=48.5C cpuss-0=46.7C shell_back=40.8C skin-msm-therm=47.3C]; tz_end[cpu-1-2-0=71.2C cpuss-0=70.3C shell_back=41.8C skin-msm-therm=54.1C]; MemAvailable_before=2.30GB; swap_used=2.27->2.27GB; SWAP-AFFECTED: 2.27 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.85; client/server=0.997,4.25,44
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,3,sustained,154000,,7.21,5.87,197000,7.33,unified (no discrete VRAM),4.58,0.474,696,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=48.5C cpuss-0=47.5C shell_back=41.0C skin-msm-therm=47.7C]; tz_end[cpu-1-2-0=73.5C cpuss-0=72.3C shell_back=42.4C skin-msm-therm=54.5C]; MemAvailable_before=2.40GB; swap_used=2.27->2.26GB; SWAP-AFFECTED: 2.27 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.89; client/server=0.997,4.44,44
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,4,sustained,158000,,7.18,5.92,201000,7.33,unified (no discrete VRAM),4.58,0.474,691,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=49.3C cpuss-0=47.9C shell_back=41.6C skin-msm-therm=48.3C]; tz_end[cpu-1-2-0=75.5C cpuss-0=73.8C shell_back=42.8C skin-msm-therm=54.9C]; MemAvailable_before=2.35GB; swap_used=2.26->2.23GB; SWAP-AFFECTED: 2.26 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.96; client/server=0.993,4.4,44
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,vision,1101,1024,,,256,5,sustained,154000,,7.22,5.89,197000,7.33,unified (no discrete VRAM),5.16,0.474,793,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=49.6C cpuss-0=48.3C shell_back=42.0C skin-msm-therm=48.7C]; tz_end[cpu-1-2-0=75.9C cpuss-0=73.8C shell_back=43.2C skin-msm-therm=55.5C]; MemAvailable_before=2.37GB; swap_used=2.23->2.23GB; SWAP-AFFECTED: 2.23 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.91; client/server=0.995,4.74,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,1,sustained,124000,,12.6,5.29,172000,7.76,unified (no discrete VRAM),4.9,0.474,834,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.4C cpuss-0=49.1C shell_back=42.3C skin-msm-therm=49.1C]; tz_end[cpu-1-2-0=76.3C cpuss-0=74.2C shell_back=43.8C skin-msm-therm=56.3C]; MemAvailable_before=2.44GB; swap_used=2.23->2.73GB; SWAP-AFFECTED: 2.23 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.31; client/server=0.996,4.7,38
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,2,sustained,126000,,12.6,5.28,175000,7.75,unified (no discrete VRAM),4.87,0.474,829,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.8C cpuss-0=49.5C shell_back=43.2C skin-msm-therm=49.9C]; tz_end[cpu-1-2-0=75.9C cpuss-0=73.8C shell_back=44.1C skin-msm-therm=56.3C]; MemAvailable_before=2.51GB; swap_used=2.73->2.68GB; SWAP-AFFECTED: 2.73 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.32; client/server=0.993,4.48,36
